title,amount,severity,project,description
736,18,3,11, <br>Reduce this switch case number of lines from 10 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 15 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 23 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 9 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 7 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 75 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 21 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 6 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 14 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 13 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 11 to at most 5- for example by extracting code into methods.
738,241,2,11, <br>Refactor this code to not nest more than 3 if/for/while/switch/try statements.
739,3,2,11, <br>Directly append the argument of String.valueOf().
741,46,3,11, <br>Use isEmpty() to check whether the collection is empty or not.
746,14,5,11, <br>Catch Exception instead of Error.<br>Catch Exception instead of Throwable.
747,7,3,11, <br>Use super.clone() to create and seed the cloned instance to be returned.
751,8,3,11, <br>Rename "transactionIsolation" which hides the field declared at line 52.<br>Rename "resultVariable" which hides the field declared at line 124.<br>Rename "base" which hides the field declared at line 54.<br>Rename "secondary" which hides the field declared at line 54.<br>Rename "script" which hides the field declared at line 63.<br>Rename "count" which hides the field declared at line 49.<br>Rename "paneParsed" which hides the field declared at line 66.
753,12,2,11, <br>Remove this method to simply inherit it.
755,120,3,11, <br>Add a nested comment explaining why this method is empty- throw an UnsupportedOperationException or complete the implementation.
758,50,3,11, <br>Merge this if statement with the enclosing one.
760,11,3,11, <br>Reduce the number of conditional operators (28) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (5) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (4) used in the expression (maximum allowed 3).
761,11,3,11, <br>Reduce this anonymous class number of lines from 24 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 21 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 23 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 31 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 34 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 43 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 38 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 25 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 32 to at most 20- or make it a named class.
764,3,5,11, <br>Synchronize on a new "Object" instead.
766,15,4,11, <br>Add a "clone()" method to this class.
767,1,4,11, <br>This branch can not be reached because the condition duplicates a previous condition in the same sequence of "if/else if" statements
769,8,3,11, <br>Make this final field static too.
771,33,3,11, <br>Remove the unused method parameter(s) "context".<br>Remove the unused method parameter(s) "e".<br>Remove the unused method parameter(s) "keyType-issuers".<br>Remove the unused method parameter(s) "l".<br>Remove the unused method parameter(s) "host-port-localAddress-localPort-timeout".<br>Remove the unused method parameter(s) "o".<br>Remove the unused method parameter(s) "offset".<br>Remove the unused method parameter(s) "dirContext".<br>Remove the unused method parameter(s) "_table".<br>Remove the unused method parameter(s) "asc".<br>Remove the unused method parameter(s) "host".<br>Remove the unused method parameter(s) "parameter".<br>Remove the unused method parameter(s) "name".<br>Remove the unused method parameter(s) "filename".<br>Remove the unused method parameter(s) "evt".<br>Remove the unused method parameter(s) "anEvent".<br>Remove the unused method parameter(s) "_xAxisTitle-font".<br>Remove the unused method parameter(s) "row-column".<br>Remove the unused method parameter(s) "properties".<br>Remove the unused method parameter(s) "pageEncodings-formEncodings".<br>Remove the unused method parameter(s) "actionEvent".
774,1,3,11, <br>The Cyclomatic Complexity of this class is 292 which is greater than 200 authorized.
781,2,3,11, <br>Remove this unused "i" local variable.
782,3,3,11, <br>Add a default case to this switch.
785,5,4,11, <br>Equality tests should not be made with floating point values.
787,1,2,11, <br>Remove the literal "true" boolean value.
788,37,2,11, <br>Immediately return this expression instead of assigning it to the temporary variable "msg".<br>Immediately return this expression instead of assigning it to the temporary variable "okColl".<br>Immediately return this expression instead of assigning it to the temporary variable "propertyValue".<br>Immediately return this expression instead of assigning it to the temporary variable "page".<br>Immediately return this expression instead of assigning it to the temporary variable "local".<br>Immediately return this expression instead of assigning it to the temporary variable "newProp".<br>Immediately return this expression instead of assigning it to the temporary variable "notNull".<br>Immediately return this expression instead of assigning it to the temporary variable "propertiesBasedPrefixResolver".<br>Immediately return this expression instead of assigning it to the temporary variable "c".<br>Immediately return this expression instead of assigning it to the temporary variable "url".<br>Immediately return this expression instead of assigning it to the temporary variable "output".<br>Immediately return this expression instead of assigning it to the temporary variable "h".<br>Immediately return this expression instead of assigning it to the temporary variable "notExpression".<br>Immediately return this expression instead of assigning it to the temporary variable "mo".<br>Immediately return this expression instead of assigning it to the temporary variable "b".<br>Immediately return this expression instead of assigning it to the temporary variable "prop".<br>Immediately return this expression instead of assigning it to the temporary variable "emptyColl".<br>Immediately return this expression instead of assigning it to the temporary variable "m".<br>Immediately return this expression instead of assigning it to the temporary variable "evt".<br>Immediately return this expression instead of assigning it to the temporary variable "p1".<br>Immediately return this expression instead of assigning it to the temporary variable "t".<br>Immediately return this expression instead of assigning it to the temporary variable "attr".<br>Immediately return this expression instead of assigning it to the temporary variable "value".<br>Immediately return this expression instead of assigning it to the temporary variable "testPlanFile".<br>Immediately return this expression instead of assigning it to the temporary variable "cookie".<br>Immediately return this expression instead of assigning it to the temporary variable "base".<br>Immediately return this expression instead of assigning it to the temporary variable "p".<br>Immediately return this expression instead of assigning it to the temporary variable "loadedTree".<br>Immediately return this expression instead of assigning it to the temporary variable "wrapper".<br>Immediately return this expression instead of assigning it to the temporary variable "s".<br>Immediately return this expression instead of assigning it to the temporary variable "notOther".
789,2,3,11, <br>Replace this if-then-else statement by a single return statement.
790,85,3,11, <br>Remove those useless parentheses.
792,1,2,11, <br>Remove this unnecessary cast to "Class[]".
796,22,3,11, <br>Add a private constructor to hide the implicit public one.<br>Hide this public constructor.
803,85,3,11, <br>Define and throw a dedicated exception instead of using a generic one.
804,28,3,11, <br>Replace the synchronized class "Stack" by an unsynchronized one such as "Deque".<br>Replace the synchronized class "Vector" by an unsynchronized one such as "ArrayList" or "LinkedList".<br>Replace the synchronized class "Hashtable" by an unsynchronized one such as "HashMap".
805,3,3,11, <br>Rename field "data"<br>Rename field "ARGUMENTS"<br>Rename field "nanoOffset"
808,100,3,11, <br>Make "result" transient or serializable.<br>Make "method" transient or serializable.<br>Make "decoratedSender" transient or serializable.<br>Make "tableModel" transient or serializable.<br>Make "format" transient or serializable.<br>Make "manager" transient or serializable.<br>Make "searchTF" transient or serializable.<br>Make "current" transient or serializable.<br>Make "file_load_recent_files" transient or serializable.<br>Make "managersInUse" transient or serializable.<br>Make "model" transient or serializable.<br>Make "remote_engine_shut" transient or serializable.<br>Make "cutPasteFunction" transient or serializable.<br>Make "remote_engine_start" transient or serializable.<br>Make "lastUsed" transient or serializable.<br>Make "listener" transient or serializable.<br>Make "files" transient or serializable.<br>Make "GRAPH" transient or serializable.<br>Make "plot" transient or serializable.<br>Make "sampleListener" transient or serializable.<br>Make "namePanel" transient or serializable.<br>Make "testListener" transient or serializable.<br>Make "commentPanel" transient or serializable.<br>Make "valueTA" transient or serializable.<br>Make "sampleTable" transient or serializable.<br>Make "args" transient or serializable.<br>Make "myBorder" transient or serializable.<br>Make "ROOTSAMPLE" transient or serializable.<br>Make "allUsers" transient or serializable.<br>Make "logPanel" transient or serializable.<br>Make "treeModel" transient or serializable.<br>Make "sender" transient or serializable.<br>Make "SOAPHeader" transient or serializable.<br>Make "removeButtons" transient or serializable.<br>Make "value" transient or serializable.<br>Make "headerFields" transient or serializable.<br>Make "keys" transient or serializable.<br>Make "argsPanel" transient or serializable.<br>Make "errorsAndFatalsCounterLogTarget" transient or serializable.<br>Make "assertionResults" transient or serializable.<br>Make "subResults" transient or serializable.<br>Make "securitySettingsPanel" transient or serializable.<br>Make "listeners" transient or serializable.<br>Make "colorList" transient or serializable.<br>Make "varMap" transient or serializable.<br>Make "saveConfig" transient or serializable.<br>Make "beanInfo" transient or serializable.<br>Make "sampleStore" transient or serializable.<br>Make "SAMPLE" transient or serializable.<br>Make "hosts" transient or serializable.<br>Make "MODEL" transient or serializable.<br>Make "httpImplementation" transient or serializable.<br>Make "LOCK" transient or serializable.<br>Make "remote_engine_stop" transient or serializable.<br>Make "cookieManagers" transient or serializable.<br>Make "parameterPanel" transient or serializable.<br>Make "propertyMap" transient or serializable.<br>Make "nameTF" transient or serializable.<br>Make "propMap" transient or serializable.<br>Make "data" transient or serializable.<br>Make "functionList" transient or serializable.<br>Make "toolbar" transient or serializable.<br>Make "logger" transient or serializable.<br>Make "responseData" transient or serializable.<br>Make "remote_engine_exit" transient or serializable.<br>Make "postBodyContent" transient or serializable.<br>Make "stringsToSkip" transient or serializable.<br>Make "menuBar" transient or serializable.<br>Make "summariser" transient or serializable.<br>Make "rootNode" transient or serializable.
809,18,3,11, <br>Method has 12 parameters- which is greater than 7 authorized.<br>Method has 13 parameters- which is greater than 7 authorized.<br>Method has 10 parameters- which is greater than 7 authorized.<br>Method has 8 parameters- which is greater than 7 authorized.<br>Method has 11 parameters- which is greater than 7 authorized.<br>Method has 9 parameters- which is greater than 7 authorized.
810,44,3,11, <br>Extract this nested try block into a separate method.
815,74,3,11, <br>Either remove or fill this block of code.
817,1,4,11, <br>Use "BigDecimal.valueOf" instead.
819,42,3,11, <br>Move this closing curly brace to the next line.
823,85,2,11, <br>Replace all tab characters in this file by sequences of white-spaces.
824,10,4,11, <br>Remove this call to "exit" or ensure it is really required.
827,14,4,11, <br>Use a logger to log this exception.
831,38,3,11, <br>At most one statement is allowed per line- but 2 statements were found on this line.
832,3,5,11, <br>"@" is not available at runtime and cannot be seen with reflection.
834,135,3,11, <br>Rename this local variable name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
835,93,3,11, <br>Move the "java.lang.String" string literal on the left side of this string comparison.<br>Move the "map" string literal on the left side of this string comparison.<br>Move the "ERR" string literal on the left side of this string comparison.<br>Move the "report" string literal on the left side of this string comparison.<br>Move the "string" string literal on the left side of this string comparison.<br>Move the "\\t" string literal on the left side of this string comparison.<br>Move the "chunked" string literal on the left side of this string comparison.<br>Move the "option" string literal on the left side of this string comparison.<br>Move the "Shutdown" string literal on the left side of this string comparison.<br>Move the "=" string literal on the left side of this string comparison.<br>Move the "property" string literal on the left side of this string comparison.<br>Move the "form" string literal on the left side of this string comparison.<br>Move the "false" string literal on the left side of this string comparison.<br>Move the "_file_encoding" string literal on the left side of this string comparison.<br>Move the "thread" string literal on the left side of this string comparison.<br>Move the "0" string literal on the left side of this string comparison.<br>Move the "StopTestNow" string literal on the left side of this string comparison.<br>Move the "https" string literal on the left side of this string comparison.<br>Move the "input" string literal on the left side of this string comparison.<br>Move the "next()" string literal on the left side of this string comparison.<br>Move the "_version" string literal on the left side of this string comparison.<br>Move the "mapping" string literal on the left side of this string comparison.<br>Move the "ignoreResources" string literal on the left side of this string comparison.<br>Move the "merge" string literal on the left side of this string comparison.<br>Move the "" string literal on the left side of this string comparison.<br>Move the "OUT" string literal on the left side of this string comparison.<br>Move the "paramvalue" string literal on the left side of this string comparison.<br>Move the "OK" string literal on the left side of this string comparison.<br>Move the "paramname" string literal on the left side of this string comparison.<br>Move the "pop3" string literal on the left side of this string comparison.<br>Move the "http" string literal on the left side of this string comparison.<br>Move the "select" string literal on the left side of this string comparison.<br>Move the "__StringFromFile" string literal on the left side of this string comparison.<br>Move the "testelement" string literal on the left side of this string comparison.<br>Move the "f" string literal on the left side of this string comparison.<br>Move the "Boolean" string literal on the left side of this string comparison.<br>Move the "default" string literal on the left side of this string comparison.<br>Move the "next" string literal on the left side of this string comparison.<br>Move the "HttpVersion" string literal on the left side of this string comparison.<br>Move the "_file_version" string literal on the left side of this string comparison.<br>Move the "t" string literal on the left side of this string comparison.<br>Move the "thread_prefix" string literal on the left side of this string comparison.<br>Move the "Long" string literal on the left side of this string comparison.<br>Move the "pop3s" string literal on the left side of this string comparison.<br>Move the "thread_suffix" string literal on the left side of this string comparison.<br>Move the "Integer" string literal on the left side of this string comparison.<br>Move the "org.apache.jmeter.control.ModuleController" string literal on the left side of this string comparison.<br>Move the "browse" string literal on the left side of this string comparison.<br>Move the "|" string literal on the left side of this string comparison.<br>Move the "parameter" string literal on the left side of this string comparison.<br>Move the "collection" string literal on the left side of this string comparison.<br>Move the "true" string literal on the left side of this string comparison.<br>Move the "." string literal on the left side of this string comparison.<br>Move the "textarea" string literal on the left side of this string comparison.<br>Move the "1.0" string literal on the left side of this string comparison.
837,36,1,11, <br>Do not forget to remove this deprecated code someday.
839,7,3,11, <br>Take the required action to fix the issue indicated by this comment.
841,298,1,11, <br>Complete the task associated to this TODO comment.
842,228,3,11, <br>Rename this field name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
844,513,3,11, <br>Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.
423,119,3,12, <br>1 duplicated blocks of code.<br>10 duplicated blocks of code.<br>5 duplicated blocks of code.<br>13 duplicated blocks of code.<br>2 duplicated blocks of code.<br>8 duplicated blocks of code.<br>6 duplicated blocks of code.<br>3 duplicated blocks of code.<br>7 duplicated blocks of code.<br>4 duplicated blocks of code.
634,35,2,12, <br>Reorder the modifiers to comply with the Java Language Specification.
641,94,3,12, <br>The type of the "dset" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "v_keys" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "data" object should be an interface such as "Map" rather than the implementation "HashMap".<br>The type of the "iterationListeners" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "table" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "result" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "v_names" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "set" object should be an interface such as "Set" rather than the implementation "HashSet".<br>The type of the "writeFunctors" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "result" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "elements" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "lhm" object should be an interface such as "Map" rather than the implementation "LinkedHashMap".<br>The type of the "items" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "pres" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "compiledComponents" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "env" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "stackLocalCopy" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "newlist" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The return type of this method should be an interface such as "Map" rather than the implementation "LinkedHashMap".<br>The return type of this method should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "MAP" object should be an interface such as "ConcurrentMap" rather than the implementation "ConcurrentHashMap".<br>The type of the "copyList" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "hashHost" object should be an interface such as "Map" rather than the implementation "HashMap".<br>The type of the "m_optionIndex" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "listPaths" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "ops" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "commands" object should be an interface such as "Set" rather than the implementation "HashSet".<br>The return type of this method should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "menuItems" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "stack" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "sortedVals" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "ldapContexts" object should be an interface such as "ConcurrentMap" rather than the implementation "ConcurrentHashMap".<br>The type of the "onlySubSamplerListeners" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "listRequestView" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "objects" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "linkedHeaders" object should be an interface such as "Map" rather than the implementation "LinkedHashMap".<br>The type of the "p_stack" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "partlist" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "t" object should be an interface such as "Map" rather than the implementation "Hashtable".<br>The type of the "EXCPATTERNS" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "listenerSet" object should be an interface such as "Set" rather than the implementation "HashSet".<br>The type of the "outputValues" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "handlerMap" object should be an interface such as "Map" rather than the implementation "HashMap".<br>The type of the "mChangeListeners" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "names" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "readFunctors" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "clients" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "newRecentFiles" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "classes" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "urlConfigs" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "xlabels" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "sortedAttrs" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "pages" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "INCPATTERNS" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "list" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "posts" object should be an interface such as "List" rather than the implementation "LinkedList".<br>The type of the "objects" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "sortedResults" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "v_certChains" object should be an interface such as "List" rather than the implementation "ArrayList".<br>The type of the "al" object should be an interface such as "List" rather than the implementation "ArrayList".
644,295,3,12, <br>Make the "logger" logger private static final and rename it to comply with the format "LOG(?:GER)?".<br>Make the "_log" logger private static final and rename it to comply with the format "LOG(?:GER)?".<br>Make the "l" logger private static final and rename it to comply with the format "LOG(?:GER)?".<br>Make the "log" logger private static final and rename it to comply with the format "LOG(?:GER)?".<br>Rename the "log" logger to comply with the format "LOG(?:GER)?".<br>Rename the "logger" logger to comply with the format "LOG(?:GER)?".
645,2,3,12, <br>Make this IP "127.0.0.1" address configurable.
648,7,3,12, <br>Refactor the code in order to not assign to this loop counter from within the loop body.
649,76,3,12, <br>Introduce a new variable instead of reusing the parameter "bindings".<br>Introduce a new variable instead of reusing the parameter "tree".<br>Introduce a new variable instead of reusing the parameter "pos".<br>Introduce a new variable instead of reusing the parameter "file".<br>Introduce a new variable instead of reusing the parameter "areFollowingRedirect".<br>Introduce a new variable instead of reusing the parameter "node".<br>Introduce a new variable instead of reusing the parameter "policy".<br>Introduce a new variable instead of reusing the parameter "selectName".<br>Introduce a new variable instead of reusing the parameter "alias".<br>Introduce a new variable instead of reusing the parameter "reqAttr".<br>Introduce a new variable instead of reusing the parameter "logFile".<br>Introduce a new variable instead of reusing the parameter "strClassName".<br>Introduce a new variable instead of reusing the parameter "path".<br>Introduce a new variable instead of reusing the parameter "_title".<br>Introduce a new variable instead of reusing the parameter "inForm".<br>Introduce a new variable instead of reusing the parameter "className".<br>Introduce a new variable instead of reusing the parameter "name".<br>Introduce a new variable instead of reusing the parameter "res".<br>Introduce a new variable instead of reusing the parameter "label".<br>Introduce a new variable instead of reusing the parameter "jmlogfile".<br>Introduce a new variable instead of reusing the parameter "impls".<br>Introduce a new variable instead of reusing the parameter "line".<br>Introduce a new variable instead of reusing the parameter "value".<br>Introduce a new variable instead of reusing the parameter "contentEncoding".<br>Introduce a new variable instead of reusing the parameter "t".<br>Introduce a new variable instead of reusing the parameter "splittee".<br>Introduce a new variable instead of reusing the parameter "baseUrl".<br>Introduce a new variable instead of reusing the parameter "container".<br>Introduce a new variable instead of reusing the parameter "found".<br>Introduce a new variable instead of reusing the parameter "url".<br>Introduce a new variable instead of reusing the parameter "_width".<br>Introduce a new variable instead of reusing the parameter "myTarget".<br>Introduce a new variable instead of reusing the parameter "impl".<br>Introduce a new variable instead of reusing the parameter "content".<br>Introduce a new variable instead of reusing the parameter "result".<br>Introduce a new variable instead of reusing the parameter "query".<br>Introduce a new variable instead of reusing the parameter "reader".<br>Introduce a new variable instead of reusing the parameter "_height".<br>Introduce a new variable instead of reusing the parameter "current".<br>Introduce a new variable instead of reusing the parameter "_maxLength".<br>Introduce a new variable instead of reusing the parameter "filename".<br>Introduce a new variable instead of reusing the parameter "errorMsg".
655,1,4,12, <br>Don't try to be smarter than the JVM- remove this call to run the garbage collector.
661,29,3,12, <br>Remove usage of generic wildcard type.
665,230,2,12, <br>Move this variable to comply with Java Code Conventions.<br>Move this constructor to comply with Java Code Conventions.
667,2,2,12, <br>Move constants to a class or enum.
673,5,3,12, <br>Make startedThreads a static final constant or non-public and provide accessors if needed.<br>Make errorOrFatal a static final constant or non-public and provide accessors if needed.<br>Make activeThreads a static final constant or non-public and provide accessors if needed.<br>Make finishedThreads a static final constant or non-public and provide accessors if needed.<br>Make two a static final constant or non-public and provide accessors if needed.
675,1,4,12, <br>Correct this "&" to "&&".
677,2,3,12, <br>Identical sub-expressions on both sides of operator "||"
680,92,2,12, <br>Define a constant instead of duplicating this literal "Problem retrieving gui" 4 times.<br>Define a constant instead of duplicating this literal "Program error" 5 times.<br>Define a constant instead of duplicating this literal "http.proxyHost" 3 times.<br>Define a constant instead of duplicating this literal "returning sample" 4 times.<br>Define a constant instead of duplicating this literal "Beanshell Interpreter not found" 3 times.<br>Define a constant instead of duplicating this literal ": class is not found" 3 times.<br>Define a constant instead of duplicating this literal "aggregate_graph_style" 3 times.<br>Define a constant instead of duplicating this literal "Problem retrieving gui for " 4 times.<br>Define a constant instead of duplicating this literal "getKey" 3 times.<br>Define a constant instead of duplicating this literal "property" 5 times.<br>Define a constant instead of duplicating this literal "Matched!" 3 times.<br>Define a constant instead of duplicating this literal "Error in " 3 times.<br>Define a constant instead of duplicating this literal "textbox_tooltip_cell" 3 times.<br>Define a constant instead of duplicating this literal " superseded by " 3 times.<br>Define a constant instead of duplicating this literal "Can't get beanInfo for " 3 times.<br>Define a constant instead of duplicating this literal "Search" 3 times.<br>Define a constant instead of duplicating this literal "ERROR: " 3 times.<br>Define a constant instead of duplicating this literal "Can't register a converter: " 7 times.<br>Define a constant instead of duplicating this literal "Type=" 3 times.<br>Define a constant instead of duplicating this literal "Failed to load " 3 times.<br>Define a constant instead of duplicating this literal "Can't instantiate BeanShell" 4 times.<br>Define a constant instead of duplicating this literal "aggregate_report_median" 3 times.<br>Define a constant instead of duplicating this literal "Header count=" 3 times.<br>Define a constant instead of duplicating this literal "view_results_tab_response" 3 times.<br>Define a constant instead of duplicating this literal "  line:    " 3 times.<br>Define a constant instead of duplicating this literal "getValue" 3 times.<br>Define a constant instead of duplicating this literal "search_text_button_find" 3 times.<br>Define a constant instead of duplicating this literal "toolbar_icon_set_not_found" 4 times.<br>Define a constant instead of duplicating this literal "mail.pop3s.ssl.socketFactory.fallback" 4 times.<br>Define a constant instead of duplicating this literal "aggregate_report_90%_line" 3 times.<br>Define a constant instead of duplicating this literal "binding" 3 times.<br>Define a constant instead of duplicating this literal "view_results_table_result_tab_parsed" 3 times.<br>Define a constant instead of duplicating this literal "Command: " 3 times.<br>Define a constant instead of duplicating this literal "Problem creating image file" 4 times.<br>Define a constant instead of duplicating this literal "loadIncludedElements -failed for: " 3 times.<br>Define a constant instead of duplicating this literal "file_visualizer_filename" 3 times.<br>Define a constant instead of duplicating this literal "binddn" 3 times.<br>Define a constant instead of duplicating this literal "collection" 3 times.<br>Define a constant instead of duplicating this literal "class" 3 times.<br>Define a constant instead of duplicating this literal "' at line " 3 times.<br>Define a constant instead of duplicating this literal "Error loading class " 10 times.<br>Define a constant instead of duplicating this literal "Speed (cps) <= 0" 3 times.<br>Define a constant instead of duplicating this literal "  Message: " 3 times.<br>Define a constant instead of duplicating this literal "[\"']" 4 times.<br>Define a constant instead of duplicating this literal "entrydn" 3 times.<br>Define a constant instead of duplicating this literal "File " 3 times.<br>Define a constant instead of duplicating this literal " method " 3 times.<br>Define a constant instead of duplicating this literal "Using DataStrippingSampleSender for this run" 3 times.<br>Define a constant instead of duplicating this literal "testelement" 4 times.<br>Define a constant instead of duplicating this literal "Delete" 3 times.<br>Define a constant instead of duplicating this literal "aggregate_report_min" 3 times.<br>Define a constant instead of duplicating this literal "mail." 3 times.<br>Define a constant instead of duplicating this literal "File never reserved: " 3 times.<br>Define a constant instead of duplicating this literal "http.proxyPort" 3 times.<br>Define a constant instead of duplicating this literal "browse" 3 times.<br>Define a constant instead of duplicating this literal " called with wrong number of parameters. Actual: " 3 times.<br>Define a constant instead of duplicating this literal "aggregate_graph_size" 3 times.<br>Define a constant instead of duplicating this literal "false" 4 times.<br>Define a constant instead of duplicating this literal "Error" 5 times.<br>Define a constant instead of duplicating this literal "view_results_tab_request" 3 times.<br>Define a constant instead of duplicating this literal "Look and Feel unavailable:" 4 times.<br>Define a constant instead of duplicating this literal "warning" 3 times.<br>Define a constant instead of duplicating this literal "-------------------------------\n" 3 times.<br>Define a constant instead of duplicating this literal "Problem in JSR223 script " 3 times.<br>Define a constant instead of duplicating this literal "Modify" 3 times.<br>Define a constant instead of duplicating this literal "attributes" 5 times.<br>Define a constant instead of duplicating this literal "average" 3 times.<br>Define a constant instead of duplicating this literal " already in use" 3 times.<br>Define a constant instead of duplicating this literal "  URI:    :" 3 times.<br>Define a constant instead of duplicating this literal "searchresults" 3 times.<br>Define a constant instead of duplicating this literal "SansSerif" 3 times.<br>Define a constant instead of duplicating this literal "Error processing logging config " 6 times.<br>Define a constant instead of duplicating this literal "------------------------------" 3 times.<br>Define a constant instead of duplicating this literal "no icon for " 3 times.<br>Define a constant instead of duplicating this literal "remote_start_all" 3 times.<br>Define a constant instead of duplicating this literal "Error during close: " 4 times.<br>Define a constant instead of duplicating this literal "Error parsing function: " 3 times.<br>Define a constant instead of duplicating this literal "operation" 5 times.<br>Define a constant instead of duplicating this literal "**Parsing Warning**\n" 3 times.<br>Define a constant instead of duplicating this literal "baseobj" 4 times.<br>Define a constant instead of duplicating this literal "regexp_tester_title" 3 times.<br>Define a constant instead of duplicating this literal "jms_request" 4 times.<br>Define a constant instead of duplicating this literal "aggregate_report_max" 3 times.<br>Define a constant instead of duplicating this literal "Problem reading JTL file: " 4 times.<br>Define a constant instead of duplicating this literal "Invalid call sequence" 5 times.
681,12,3,12, <br>Replace the usage of the "instanceof" operator by a catch block.
682,2,3,12, <br>Extend "java.lang.Exception" or one of its subclasses.
683,387,3,12, <br>This block of commented-out lines of code should be removed.
686,66,2,12, <br>Move the array designator from the variable to the type.
687,1,3,12, <br>Extract this nested code block into a method.
689,5,4,12, <br>Make this array "private".
690,2,4,12, <br>This loop's stop condition tests "hasNext()" but the incrementer updates "i".
699,120,3,12, <br>Replace this usage of System.out or System.err by a logger.
700,5,3,12, <br>Cast one of the operands of this addition operation to a "double".<br>Cast one of the operands of this multiplication operation to a "long".<br>Cast one of the operands of this division operation to a "long".<br>Cast one of the operands of this substraction operation to a "float".
704,7,4,12, <br>Remove this hard-coded password.
705,6,3,12, <br>Extract the assignment out of this expression.
